date;RV30;RV60;RV90;FinancialUncertaintyH1;MacroUncertaintyH1;MacroUncertaintyH3;RealUncertaintyH1;RealUncertaintyH3;GPR;InfectEMVIndex;IPCONGD;IPNMAT;UNRATE;UEMPLT5;UEMP5TO14;UEMP15T26;ICSA;AWHMAN;NONREVSLAR;GS10;TB3SMFFM;TB6SMFFM;T1YFFM;T5YFFM;T10YFFM;AAAFFM;VIXCLS;MichiganConsumer;FinancialUncertaintyH3;FinancialUncertaintyH12;MacroUncertaintyH12;RealUncertaintyH12;RPI;W875RX1;DPCERA3M086SBEA;CMRMTSPL;IPNCONGD;IPBUSEQ;IPFUELS;CLF16OV;UEMPMEAN;USGOOD;CES1021000001;USCONS;DMANEMP;NDMANEMP;USTPU;USWTRADE;USGOVT;CES0600000007;AWOTMAN;HOUST;HOUSTNE;HOUSTW;DGORDER;AMDMUO;BUSINV;M1SL;M2REAL;BOGMBASE;NONBORRES;BUSLOANS;REALLN;NONREVSL;FEDFUNDS;TB3MS;TB6MS;GS1;GS5;EXSZUS;EXJPUS;EXUSUK;EXCAUS;WPSFD49502;WPSID61;PPICMM;CPIAPPSL;CPIMEDSL;CUSR0000SAD;DDURRG3M086SBEA;DTCOLNVHFNM;DTCTHFNM;INVEST;CUSR0000SAS;DSERRG3M086SBEA;CES0600000008;CES2000000008
1.03.2010;29.21205889;30.98151923;29.18896161;1.044368844;0.711802055;0.836006997;0.670379442;0.764620815;74.11694336;0.32516129;97.2329;100.4782;9.9;2769;3294;2542;470250;41;8.09;3.73;-0.01;0.06;0.24;2.27;3.57;5.11;17.77;0;0.012906164;0.003124699;-0.00600336;0.00048804;48.962;42.1;0.458;14801;0.0852;1.5757;2.6594;260;1.8;45;6.4;37;11;-11;60;-0.5;42;0.4;0.2;32;-5;-6;1698;2453;5974;12.1;-2.6;-35600;-21500;-13.5115;-16.4841;10.9783;0.03;0.04;0.04;0.05;0.07;-0.0056;0.5766;-0.056;-0.0343;1.6;0.9;12.3;0.041;1.404;-0.128;-0.148;40404.04;-9439.23;-10.185;0.509;0.337;0.05;0.08
1.04.2010;27.53060402;28.08669044;29.95446424;1.062079386;0.68850078;0.812871001;0.662999993;0.75582672;88.76158142;0.242333333;96.4264;101.0276;9.9;2725;3086;2330;469000;41.1;-1.84;3.85;-0.04;0.04;0.25;2.38;3.65;5.09;17.42;-1.4;0.012667179;0.003063965;-0.009621059;-0.005310662;105.735;109.6;0.197;10572;-1.1568;1.0074;0.6654;668;1.7;57;4.7;16;30;6;-14;-0.3;51;0.5;0.1;51;17;-25;800;694;5003;-12.9;13.2;-65200;-55600;-2.5699;9.4236;-2.51047;0.04;0.01;0.02;0.05;0.15;0.0024;2.7366;0.0274;-0.0177;-0.1;1.4;11;-0.579;0.877;-0.286;-0.395;-1618.71;-5271.38;-2.5379;0.702;0.377;0.06;-0.02
1.05.2010;37.4987935;32.91863523;31.72485635;1.106510803;0.680627939;0.802535846;0.667184804;0.753268029;88.95870972;0.215806452;98.236;101.4205;9.6;2773;3127;2260;459400;41.4;2.15;3.42;-0.04;0.02;0.17;1.98;3.22;4.76;31.93;1.4;0.030705018;0.007342357;-0.004460046;-0.003634677;102.561;101.9;0.24;-3734;1.4017;1.5347;-0.3966;-531;0.7;13;9.8;-33;27;9;19;-3.5;427;0;0.3;-104;-10;5;6984;5579;4205;11.1;27.2;-2100;-1500;-10.737;-13.8461;2.93062;0;0;-0.02;-0.08;-0.4;0.0605;-1.4797;-0.0663;0.0351;-0.1;0.7;-17.7;0.002;0.505;-0.191;-0.28;-2510.49;-5595.23;-11.8377;0.59;0.33;0.06;-0.01
1.06.2010;36.81865347;37.64958727;34.57313853;1.110742852;0.647202614;0.77692903;0.632431321;0.73025928;96.4536972;0.271666667;97.9887;102.2181;9.4;2683;3159;2284;460500;41;1.67;3.2;-0.06;0.01;0.14;1.82;3.02;4.7;29.92;2.4;0.003090639;0.000664633;-0.008929399;-0.004480664;16.142;15.3;0.235;11456;-0.0707;0.4975;-0.5454;-475;0.5;21;5.2;-4;19;1;23;4.3;-256;-0.2;-0.2;-47;-10;-4;-4265;531;9847;21.5;10.4;-9900;-6400;-6.6191;-17.2772;2.28079;-0.02;-0.04;-0.03;-0.05;-0.18;-0.004;-1.1671;0.0099;-0.0027;-0.9;-1.1;-11.4;-0.025;1.094;-0.217;-0.347;-2042.29;-3982.34;-8.8439;0.516;0.259;0.05;0.1
1.07.2010;29.53023796;33.20596617;35.12125556;1.106411109;0.628447405;0.761322864;0.611256497;0.715548538;79.38137817;0.284516129;98.6369;102.0167;9.4;2806;2972;2208;459200;41.1;4.76;3.01;-0.02;0.02;0.11;1.58;2.83;4.54;25.57;-8.2;-0.003212954;-0.001127167;-0.008651837;-0.005857182;34.877;33.6;0.266;10172;-0.2573;0.8019;1.6298;75;-0.6;14;6.6;-8;11;5;25;1.6;-171;0;0;10;14;-2;1839;-492;12191;-7.6;-2.8;-8100;-7400;-1.1333;-21.3026;6.50823;0;0.04;0.01;-0.03;-0.24;-0.0725;-3.3054;0.0536;0.0046;0.3;-0.4;-0.6;-0.301;-0.065;0.096;-0.451;-1444.82;-1925.8;57.7594;0.593;0.165;0.08;0.1
1.08.2010;33.15238723;31.45923673;33.22612912;1.104094187;0.614097278;0.748092772;0.599405864;0.707142033;80.99386597;0.199354839;98.3884;102.7329;9.5;2671;3534;2162;475000;41.2;4.19;2.7;-0.03;0;0.07;1.28;2.51;4.3;24.75;1.1;-0.002185044;-0.001424042;-0.007833673;-0.003276182;52.812;22.3;0.235;614;0.5271;0.0527;-0.5281;395;-0.2;16;7.9;16;7;-15;3;1.7;-149;0.3;0.1;53;-1;29;4239;4273;11832;24.7;17.3;-600;3100;-1.1484;-5.9063;5.75568;0.01;0;-0.01;-0.03;-0.29;-0.0142;-2.1278;0.0357;-0.0018;1.3;0.9;15.5;-0.362;0.936;0.154;0.077;-2432.29;-2553.52;36.2244;0.534;0.189;0.09;0.09
1.09.2010;27.04369419;30.47100184;30.17045731;1.082668401;0.607224836;0.740964018;0.59310739;0.702015304;71.16854858;0.19;98.0077;102.8615;9.5;2819;3308;2291;453500;41.5;4.62;2.65;-0.04;0;0.07;1.22;2.46;4.34;22.52;-0.7;-0.015217506;-0.004062243;-0.004481854;-0.0017825;9.468;12.4;0.092;-188;-0.5067;0.3694;-0.2149;-111;-0.3;-6;7.7;-23;15;-5;46;5.9;-173;0.1;0.1;-5;-5;-3;10187;12465;15232;17.5;7.7;-32500;-29700;-1.898;-13.9121;6.36635;0;-0.01;0;0;-0.06;-0.0386;-1.0156;-0.007;-0.0074;0.8;0.7;6.3;0.25;2.229;0.044;-0.105;-3444.23;-6701.83;25.7691;0.359;0.16;0.07;0.03
1.10.2010;22.00606507;24.6984582;27.94011313;1.002040244;0.604608623;0.738757728;0.585094783;0.698353279;65.99193573;0.359354839;98.0026;101.853;9.4;2655;3345;2387;446800;41.2;10.64;2.54;-0.06;-0.01;0.04;0.99;2.35;4.49;20.37;-0.5;-0.057901344;-0.015230279;-0.000735923;0.000329418;8.758;16.7;0.248;6252;-0.1554;0.285;-0.5848;-340;0.6;14;8;7;4;-5;52;7.6;50;-0.1;0;-51;13;-32;-8866;3854;16487;14.2;8.7;500;-4200;-1.0245;-15.0661;14.72206;0;-0.02;-0.01;-0.03;-0.23;-0.0316;-2.6286;0.0276;-0.0151;2.3;2.2;18.2;-0.293;0.638;-0.082;-0.156;-1698;-21793.46;24.9493;0.353;0.271;0.11;0.14
1.11.2010;18.81614063;20.48289314;22.9329778;0.955919929;0.601146448;0.734370968;0.587205953;0.701630453;94.70516968;0.362;97.4611;101.9123;9.8;2912;3321;2370;426250;41.3;3.93;2.76;-0.05;-0.01;0.06;1.16;2.57;4.68;20.1;3.9;-0.034508749;-0.010045942;-0.002366283;0.002758494;15.432;18.4;0.249;3474;-0.298;-0.031;0.2655;490;-0.1;26;6.4;-2;16;7;-11;5.5;-10;0;0;2;-10;-4;4136;7880;10993;48;-0.7;11400;800;2.1993;-2.987;5.48295;0;0.01;0;0.02;0.17;0.0161;0.7895;0.0094;-0.005;1.2;1.6;6;0.11;0.609;-0.196;-0.033;-1729.64;-2710.63;15.4252;0.526;0.345;0.12;0.22
1.12.2010;18.2278627;18.58836344;19.75070397;0.937538423;0.622777022;0.745442114;0.611254442;0.717257625;97.20389557;0.121935484;98.556;102.9518;9.3;2693;3169;2120;420250;41.3;0.36;3.29;-0.04;0.01;0.11;1.75;3.11;4.84;17.57;2.9;-0.014756796;-0.005085331;0.001532288;0.003797121;79.691;77.3;0.13;2171;1.541;0.7153;1.4305;-475;0.8;-31;-1.7;-39;12;-2;22;6.7;-21;0.1;0;-6;-15;43;-3750;1182;16069;8.3;-1.5;43900;40600;5.3126;-10.3149;127.50003;-0.01;0;0.01;0.04;0.58;-0.0158;0.8196;-0.0366;-0.0048;2.2;2;2.8;0.196;0.979;0.029;-0.287;35402.78;185549.75;-27.7219;0.658;0.2;0.05;0.05
1.01.2011;18.4001121;18.45189881;18.57193386;0.8917384;0.621786871;0.744781701;0.622456733;0.723571375;79.4216156;0.52;98.5941;102.2191;9.1;2686;3033;2218;426800;41;9.45;3.39;-0.02;0.01;0.1;1.82;3.22;4.87;17.32;-0.3;-0.034435388;-0.009855225;-0.002000213;0.000594987;172.433;172.4;0.109;14988;-0.2141;0.691;-0.141;-387;2.5;-12;0.7;-40;31;-5;35;6.5;-8;-0.5;0;91;35;-21;10184;8300;11905;9.6;-3.3;30900;45600;3.5874;-10.0056;14.23324;-0.01;0.01;-0.01;-0.02;0.06;-0.0124;-0.7126;0.0187;-0.0142;1.7;2.7;10.1;0.597;0.558;0.072;0.197;-1297.66;-4724.57;-2.2171;0.749;0.262;0.08;0.06
1.02.2011;20.30147722;19.27753483;19.1991735;0.870310967;0.62823489;0.750980817;0.62480202;0.726199128;90.01448822;0.155;98.4086;101.3199;9;2469;3118;2284;401500;41.4;5.33;3.58;-0.03;0.01;0.13;2.1;3.42;5.06;17.43;3.3;-0.016657127;-0.005205588;0.001890368;0.00110715;37.757;48.7;-0.027;-17729;-0.8942;0.1633;-0.3417;-49;0.2;60;2.5;24;27;6;66;12.7;-43;0.7;0.2;-113;-41;-29;-7243;1935;9797;23.8;15.9;163700;163700;3.7237;-33.2288;8.0931;-0.01;-0.02;-0.01;0.02;0.27;-0.0065;-0.0882;0.0342;-0.0063;2.7;2.8;6.3;0.084;1.446;0.295;0.126;-877.29;-6566.63;-6.8543;0.968;0.376;0.1;0.05
1.03.2011;30.86346153;26.78293197;24.20137776;0.85280855;0.626503677;0.750317609;0.628327953;0.729090174;136.8883057;0.206451613;98.6683;102.5366;9;2535;2980;2061;406000;41.4;4.15;3.41;-0.04;0.02;0.12;1.97;3.27;4.99;20.72;-10;-0.013332173;-0.003943058;0.000187349;-0.000276422;-32.903;-28;0.34;13977;-0.1347;-0.279;2.2532;162;1.7;62;14.2;26;19;2;58;16.4;-23;-0.2;0;83;10;26;16355;10512;16801;26.4;4.8;183700;173200;7.1136;-29.9719;6.32849;-0.02;-0.03;-0.01;-0.03;-0.15;-0.0315;-0.8898;0.0035;-0.011;1.9;2.8;-2.8;-0.165;0.772;0.352;-0.198;705.01;-1436.23;12.7129;0.955;0.407;0;-0.05
1.04.2011;22.57929447;27.83756218;25.5570293;0.856503128;0.619576469;0.746014362;0.617750013;0.721014487;91.01776886;0.262333333;98.4865;101.3523;9.1;2787;2987;2090;420600;41.3;6.13;3.46;-0.04;0.02;0.15;2.07;3.36;5.06;16.24;2.3;0.002645716;0.000451396;-0.000583124;-0.002913486;-23.282;-15.5;-0.116;-4503;0.8073;-0.5917;-2.143;167;-0.4;51;16.2;8;26;3;89;12.8;-8;0.2;-0.1;-46;-5;7;-12015;3173;13598;0.5;8.7;101300;95100;7.9643;-18.8338;9.38436;-0.04;-0.04;-0.04;-0.01;0.06;-0.0213;1.5301;0.022;-0.0186;2.2;2.6;4.7;0.298;1.411;0.369;0.239;-5729.96;-7337.5;13.1528;0.764;0.442;0.02;0.08
1.05.2011;38.44079616;31.71107005;31.78678768;0.879052252;0.615330358;0.74401705;0.599737548;0.707406041;105.3449173;0.113548387;98.6791;100.251;9;2668;2903;2052;422500;41.5;3.71;3.17;-0.05;0;0.1;1.75;3.08;4.87;16.91;4.5;0.016513386;0.00400471;0.000686042;-0.004150906;-17.105;-6.4;-0.114;-9650;-0.0417;0.7284;0.0151;-64;0.9;50;10.5;31;17;-8;13;5.9;-55;0.1;0.1;7;1;10;6437;8741;18138;44.6;18.6;70600;64600;14.0994;-12.6579;5.7125;-0.01;-0.02;-0.03;-0.06;-0.33;-0.0232;-2.0514;-0.0047;0.01;1.4;1.8;-7;1.109;1.02;0.43;0.098;151.01;-513.23;-5.9624;0.746;0.47;0.07;0.09
1.06.2011;30.16851154;34.99360065;31.49504606;0.915525416;0.613545259;0.743488531;0.583624599;0.695674373;84.3918457;0.272666667;98.5935;100.1805;9.1;2933;2987;1871;418250;41.4;3.49;3;-0.05;0.01;0.09;1.49;2.91;4.9;19.15;-2.8;0.027353742;0.007519759;-0.000236174;-0.003352952;56.323;62;0.228;12327;0.0034;0.0511;1.226;-133;0.3;38;11.8;12;18;-4;60;7.9;35;-0.1;-0.2;47;11;-3;-5591;1952;6371;21.8;33.6;81300;77900;4.713;-6.7614;5.37959;0;0;0.01;-0.01;-0.26;-0.0339;-0.6998;-0.0113;0.0086;-1.2;0.2;-1.9;0.564;0.695;0.37;0.122;-422.86;486.43;-6.5441;0.819;0.332;0.03;0.01
1.07.2011;31.460461;30.69882034;33.90729347;0.976854852;0.621295255;0.75007333;0.580986859;0.694799691;78.92475891;0.131935484;99.2842;100.4578;9;2632;2931;1982;412600;41.4;15.64;3;-0.03;0.01;0.12;1.47;2.93;4.86;19.23;-7.8;0.044841242;0.011886404;0.001608577;-0.000214519;53.112;61.5;0.172;5591;0.5107;1.2452;0.7227;-58;0.8;49;10.5;19;14;5;52;8.1;-115;0;0.1;15;19;6;4879;3531;7322;32.6;62.9;36300;31600;10.6467;-4.8372;24.19563;-0.02;0;-0.02;0.01;-0.04;-0.0187;-1.1834;-0.0061;-0.0213;0.9;0.9;6;0.837;1.123;0.282;-0.048;1223.4;-38.33;2.3433;1.102;0.263;0.05;0.07
1.08.2011;25.39245057;28.70032463;29.35380089;1.055299459;0.628334335;0.757631676;0.575819777;0.692236471;86.9515686;0.50516129;99.8556;99.7822;9;2650;2989;2199;409500;41.4;-5.19;2.3;-0.08;-0.04;0.01;0.92;2.2;4.27;35.03;-7.9;0.056056839;0.014308011;0.004069349;-0.000648483;-9.366;-4;-0.061;9186;0.4819;1.1018;0.7765;472;-0.2;26;4;5;14;4;11;9.5;-32;-0.1;0;-38;-32;6;10247;12620;7521;119.4;71.4;-27100;-29500;19.056;-4.8686;-8.1344;0.03;-0.02;-0.02;-0.08;-0.52;-0.0414;-2.2768;0.0198;0.0264;-0.6;-1.5;-7.5;1.004;0.848;0.102;-0.118;1400.31;1097.43;20.2801;1.406;0.402;0.08;0.22
1.09.2011;28.5287467;27.23203458;28.7310226;1.106386311;0.617942951;0.749673762;0.573734134;0.690118998;83.35044861;0.266666667;99.2675;100.4593;9;2754;2881;2012;417750;41.3;5.68;1.98;-0.07;-0.04;0.02;0.82;1.9;4.01;36.53;3.7;0.036605477;0.009564455;-0.003162943;-0.001326902;-17.495;-13.3;0.163;-8102;-0.793;0.4974;0.5042;371;-0.1;47;9.3;32;10;-5;35;4.5;-34;0.1;-0.1;65;3;22;-11967;2314;-5173;4.6;0.1;-20000;-22800;6.3729;-3.7205;8.86629;-0.02;-0.01;-0.02;-0.01;-0.12;0.0967;-0.17;-0.0585;0.0208;2.2;1;-11;-0.307;0.815;-0.086;-0.447;1449.65;891.84;12.9284;1.161;0.353;0.06;0.19
1.10.2011;28.46137213;28.55292492;27.71362697;1.102015658;0.607578896;0.739748576;0.577892577;0.692401665;76.3399353;0.331612903;99.5225;100.7117;8.8;2668;3250;1964;402400;41.5;5.07;2.15;-0.05;-0.02;0.04;0.99;2.08;3.91;32.83;1.3;-0.002963987;-0.000616805;-0.006130376;-0.000459135;7.934;5.3;0.178;15642;-0.1349;1.2214;-1.4577;-170;-1.7;21;6.8;4;17;-6;28;14.9;15;0.1;0.1;-40;5;-36;6061;4820;14033;8.5;12;100;-4200;10.4085;9.0617;7.95088;-0.01;0.01;0.01;0.01;0.16;0.0191;-0.1527;-0.0003;0.0173;-0.7;-1.9;-16.9;0.531;1.866;-0.129;0.028;35.35;-901.58;4.2014;0.83;0.145;0.05;-0.05
1.11.2011;26.29604898;27.41457989;27.82460888;1.003673518;0.59675038;0.728629097;0.578223167;0.69184176;83.1576767;0.226;98.5682;100.2138;8.6;2556;2913;2009;389250;41.5;9.51;2.01;-0.07;-0.03;0.03;0.83;1.93;3.79;31.94;2.9;-0.069979734;-0.017968482;-0.006271158;-0.000966787;-10.185;-7.5;-0.166;-4540;-0.832;0.885;1.6792;167;1.5;-1;2.8;5;1;-11;18;7.5;-27;0;0;101;35;43;4732;9781;7240;53.5;14.5;-32400;-45600;12.7903;7.3748;14.97284;0.01;-0.01;0;0;-0.15;0.0121;0.9165;0.0038;0.005;0.7;0.2;-3;0.987;1.683;-0.064;-0.104;1006.12;3362.87;14.0846;0.706;0.218;0.02;-0.08
1.12.2011;23.28708766;24.86730539;26.1660542;0.937625531;0.593787061;0.723750662;0.585670019;0.695932665;85.34132385;0.458709677;98.4638;100.2958;8.5;2678;2873;1959;377000;41.6;7.16;1.98;-0.06;-0.02;0.05;0.82;1.91;3.86;25.05;6.2;-0.048021975;-0.012825717;-0.004354626;0.000154781;128.163;118.7;0.044;10955;-0.2892;1.4836;-1.0933;-133;0.2;57;6.3;18;37;-5;11;19.7;-17;0.1;0;-17;-38;-41;8304;13681;9306;-16.3;19.9;14200;7100;10.9166;-9.9671;11.36952;-0.01;0;0;0.01;-0.02;0.0255;0.2372;-0.0219;-0.0013;-0.4;-0.7;-5;0.103;1.479;-0.043;-0.088;1862.09;4729.68;8.5321;0.943;0.397;0.03;0.03
1.01.2012;23.20971089;23.39466639;24.42449918;0.90592077;0.587921089;0.71815856;0.582483724;0.693914631;79.63497162;0.291612903;98.3824;101.3073;8.3;2474;2908;1957;377750;41.8;8.38;1.97;-0.05;-0.01;0.04;0.76;1.89;3.77;20.23;5.1;-0.024242801;-0.007419808;-0.003757843;-0.000848576;55.031;96.2;0.383;7457;-0.7567;1.5466;-1.5103;386;-0.2;60;7.7;15;30;6;105;15.6;-8;0.1;0;29;13;3;1347;11257;6348;36.1;20.6;21200;21400;17.5402;16.3324;13.38584;0.01;0.02;0.02;0;-0.05;0.0042;-0.8327;-0.0063;-0.0105;0.8;0.2;9.2;0.534;1.164;-0.04;0.113;577.59;-2368.2;33.1478;1.111;0.502;0.03;-0.02
1.02.2012;18.19247837;20.89797591;21.90897082;0.863405803;0.575550913;0.707617151;0.568784385;0.684040231;92.44582367;0.63862069;98.2777;101.124;8.3;2610;2848;2051;363250;41.7;3.5;1.97;-0.01;0.02;0.06;0.73;1.87;3.75;18.42;0.3;-0.03265746;-0.009962516;-0.004781805;-0.003180342;84.315;87.3;0.601;4569;0.0211;0.716;0.9791;290;-0.5;30;6.4;3;22;0;16;12.1;1;0;0.1;-19;-10;2;2415;15172;13253;5.3;13.8;53600;41400;23.0801;28.2789;5.6253;0.02;0.06;0.05;0.04;-0.01;-0.0258;1.506;0.028;-0.0163;0.7;0.7;7.3;-0.324;0.496;0.052;-0.121;839.04;-1640.69;40.1813;0.571;0.475;0.04;0
1.03.2012;20.48728957;19.54697429;20.79848125;0.840267498;0.574145717;0.706059814;0.569487842;0.6836067;88.75997925;0.227096774;96.7006;100.5688;8.2;2708;2788;1940;366600;41.6;8.51;2.17;-0.05;0.01;0.06;0.89;2.04;3.86;16.17;0.9;-0.018519384;-0.006378899;-0.002056726;-0.001860099;52.808;43.9;-0.131;-1180;-1.7636;0.8731;-1.6375;78;-0.4;38;3.5;-4;26;12;43;6.4;-4;-0.1;0;-9;22;12;-7637;5075;6276;20.7;10.7;-39200;-53000;6.5306;4.6972;13.71923;0.03;-0.01;0.02;0.03;0.19;0.0013;3.9959;0.002;-0.0029;0.1;2.3;-0.2;0.775;1.367;-0.044;-0.231;1870.93;616.24;14.6519;0.622;0.337;0.1;0.19
1.04.2012;17.69095662;19.20741903;18.88211081;0.836175812;0.568213807;0.701643215;0.560354728;0.676775065;96.01668549;0.367;97.4657;100.8647;8.2;2624;2878;1940;381750;41.7;9.53;2.05;-0.06;0;0.04;0.75;1.91;3.82;17.82;0.2;-0.004054867;-0.002432007;-0.00175825;-0.002621161;59.665;53.9;0.093;4148;0.8785;0.9345;-0.8957;-204;-0.1;12;2.5;-7;15;3;13;13.9;-12;0.1;0;58;-8;3;-1546;3281;8265;9.5;16.4;-15400;-19200;17.5093;-3.5362;15.47842;0.01;0;0;-0.01;-0.13;0.0002;-1.2135;0.0176;-0.001;-0.2;-1.1;-7.4;0.582;1.218;0.088;-0.259;1711.41;3209.45;14.6398;1.071;0.376;0.1;0.05
1.05.2012;21.41675262;19.80457717;20.03108239;0.85182639;0.568828793;0.703536623;0.553296627;0.672198428;78.17115784;0.260645161;98.0038;99.6853;8.2;2550;3006;1690;373500;41.6;8.65;1.8;-0.07;-0.01;0.03;0.6;1.64;3.64;21;2.9;0.010520359;0.001552251;0.000836533;-0.001293529;5.333;-0.2;0.006;3870;0.9037;0.7233;0.5247;321;0.4;2;2.2;-14;10;1;39;10.5;-20;-0.1;0;-45;-1;9;662;1294;4553;18.9;28.1;-23300;-27500;10.423;-1.2292;14.15275;0.02;0.01;0.01;0.01;-0.13;0.025;-1.5856;-0.0076;0.0169;-1.7;-1.8;-6.9;0.231;1.389;0.051;-0.056;2354.16;-4729.08;5.2638;0.801;0.33;-0.01;0
1.06.2012;30.81675328;26.56440326;24.0580694;0.816126234;0.567159964;0.700740732;0.552263224;0.669007872;77.82243347;0.347333333;97.7299;99.6711;8.2;2747;2806;1817;379200;41.7;8.86;1.62;-0.07;-0.01;0.03;0.55;1.46;3.48;21.13;-6.1;-0.027809163;-0.008862218;-0.00161424;-0.002680401;0.523;-6.9;-0.104;-3568;-0.4029;1.2965;0.9642;217;0.7;25;-0.7;17;9;0;-10;5.7;19;0;0;49;3;52;-321;2632;5947;19.1;34.6;2300;-2100;19.0674;-9.8005;12.61009;0;0;0;0;-0.05;0.0193;-0.3516;-0.0368;0.0183;-1.2;-2;-6.2;-0.415;2.425;-0.05;-0.308;2615.72;2241.84;3.9676;0.851;0.297;-0.01;0.09
1.07.2012;33.09435001;32.01697922;28.93321581;0.783754856;0.573641781;0.705377115;0.559277999;0.672447125;82.80802155;0.316451613;97.8123;99.816;8.2;2662;2984;1773;372500;41.7;6.97;1.53;-0.06;-0.01;0.03;0.46;1.37;3.24;17.56;-0.9;-0.025625951;-0.008435943;0.001270893;-0.000778664;-83.441;-77.2;0.209;2429;0.1454;-1.1497;-0.3166;-135;-1;36;-2.8;11;23;5;11;10.9;-17;0;0;-17;7;-22;6468;11478;12916;39.7;21.7;29000;29300;15.6758;-5.0343;11.57211;0;0.01;0;0;-0.09;0.0207;-0.3804;0.0037;-0.0138;0.2;-0.8;-3.2;-0.313;1.715;0.09;-0.15;2883.79;478.94;35.3911;1.029;0.294;0.09;0.11
1.08.2012;20.6187534;27.34163029;28.64077338;0.761239827;0.58049028;0.712248123;0.560330196;0.672791605;74.87835693;0.48483871;97.3109;100.2827;8.1;2784;2811;1846;373250;41.5;7.85;1.68;-0.03;0.01;0.05;0.58;1.55;3.35;15.69;2;-0.018389799;-0.00621142;0.001834947;-0.000220243;-26.608;-13.7;0.02;-1137;-0.365;0.7369;0.7706;-185;0.3;12;-1;16;-11;7;25;-0.1;3;-0.2;-0.1;14;-11;-21;-24800;-10857;6874;39.1;4.8;2900;-600;12.1951;1.5151;13.09426;-0.03;0;-0.01;-0.01;0.09;-0.0102;-0.2439;0.0129;-0.0218;3.2;2;0.8;-0.602;0.551;-0.325;-0.195;3467.76;5768;14.2016;1.115;0.287;0.01;0.14
1.09.2012;19.63422004;20.29256731;25.37897211;0.742583047;0.579350125;0.709482694;0.56229326;0.673071225;69.28050995;0.163666667;97.0022;100.6741;7.8;2538;2819;1863;381800;41.5;5.07;1.72;-0.03;0;0.04;0.53;1.58;3.35;15.28;4;-0.015257923;-0.005158756;-0.002529269;-0.000532893;105.782;96.5;0.141;1925;-0.0917;-0.2989;0.1916;397;0.2;2;-4.8;13;-9;3;37;-3;9;0.1;0.1;93;2;34;16818;3844;12788;32.5;13.5;-55800;-63400;8.5283;3.6766;8.52356;0.01;0.01;0;0;-0.04;-0.0295;-0.5556;0.0404;-0.0141;2.7;2;17.1;1.053;0.898;-0.385;-0.22;1529.47;2352.67;17.4612;1.299;0.315;0;0.1
1.10.2012;24.09949701;22.46401737;21.94217597;0.735887671;0.579330162;0.707367394;0.569996719;0.676659825;81.66366577;0.35516129;97.0364;101.1972;7.8;2635;2859;1796;368500;41.5;8.38;1.75;-0.06;-0.01;0.02;0.55;1.59;3.31;16.28;4.3;-0.006198355;-0.002455134;-0.002534984;-0.000492464;94.095;102.2;-0.007;-4945;-0.2412;-0.9863;1.6295;394;-0.2;11;-8.9;13;2;5;36;10.6;-22;0;-0.1;68;0;29;1776;6739;1002;33.5;16.9;16900;8600;14.939;-3.4595;14.1308;0.02;-0.01;0.01;0;0.04;-0.0063;0.8779;-0.0046;0.0089;0.3;0.4;4.5;0.905;0.617;-0.094;-0.09;1095.24;2851.84;6.2787;1.171;0.443;0.05;0.02
1.11.2012;21.64802737;23.01565991;22.27363708;0.733156135;0.59048663;0.71374959;0.586381809;0.686477;81.38964081;0.147666667;97.4656;101.3468;7.7;2620;2776;1745;401250;41.5;11.27;1.65;-0.07;-0.02;0.02;0.51;1.49;3.34;16.7;0.1;-0.003797306;-0.001987115;0.000569369;0.002095459;190.256;179.3;0.436;23489;0.2426;1.149;-0.4456;-216;-0.6;5;6.6;10;3;-14;68;3.3;-20;0;0;-82;-11;-65;-4328;-2328;6226;21.1;37.8;35000;21000;7.972;29.0372;19.1353;0;-0.01;-0.01;0;-0.04;0.0065;2.0173;-0.0112;0.0098;-1.5;-1.5;-6.7;-0.1;0.439;0.072;-0.018;916.89;3769.92;22.8651;1.092;0.468;0.07;0.03
1.12.2012;19.1389816;20.54358557;21.88393749;0.742752416;0.597828949;0.715926504;0.599427496;0.6947863;74.83155823;0.289677419;97.4318;101.6169;7.9;2756;2901;1861;359000;41.7;9;1.72;-0.09;-0.04;0;0.54;1.56;3.49;17.34;-9.8;0.005861301;0.001026712;0.000990204;0.00381712;350.528;335.4;0.042;4808;-0.6002;0.8008;0.1911;290;-1.4;55;4.3;40;17;-7;11;6;4;0.2;0.2;143;50;47;16303;13488;6358;19.5;53.4;29100;24500;17.1965;-4.7765;15.43589;0;-0.02;-0.02;-0.02;0.03;-0.0175;2.76;0.0177;-0.0072;-0.6;0.1;3.7;0.098;0.812;-0.01;-0.087;1384.72;3393.26;32.5472;1.195;0.328;0.08;0.06
